id,date,time,temp,hum,vibr
,19/11/2021,09:20:33,28.03,65.70,0.11
,19/11/2021,09:20:53,28.04,65.73,0.11
,19/11/2021,09:21:13,28.03,65.80,0.12
,19/11/2021,09:21:32,28.03,65.68,0.13
,19/11/2021,09:21:53,28.03,65.66,0.12
,19/11/2021,09:22:12,28.04,65.68,0.13
,19/11/2021,09:22:32,28.04,65.80,0.14
,19/11/2021,09:22:51,28.06,65.77,0.09
,19/11/2021,09:23:11,28.06,65.71,0.15
,19/11/2021,09:23:31,28.07,65.61,0.13
,19/11/2021,09:23:51,28.07,65.65,0.11
,19/11/2021,09:24:10,28.09,65.59,0.12
,19/11/2021,09:24:30,28.09,65.56,0.14
,19/11/2021,09:24:50,28.10,65.62,0.12
,19/11/2021,09:25:10,28.10,65.61,0.12
,19/11/2021,09:25:30,28.11,65.59,0.11
,19/11/2021,09:25:50,28.14,65.59,0.11
,19/11/2021,09:26:09,28.14,65.50,0.13
,19/11/2021,09:26:29,28.15,65.47,0.11
,19/11/2021,09:26:48,28.15,65.41,0.15
,19/11/2021,09:27:28,28.14,65.41,0.12
,19/11/2021,09:27:48,28.14,65.45,0.13
,19/11/2021,09:28:07,28.14,65.48,0.12
,19/11/2021,09:28:27,28.15,65.47,0.13
,19/11/2021,09:28:47,28.15,65.41,0.13
,19/11/2021,09:29:07,28.15,65.41,0.13
,19/11/2021,09:29:27,28.15,65.41,0.11
,19/11/2021,09:29:46,28.15,65.39,0.15
,19/11/2021,09:30:06,28.15,65.33,0.13
,19/11/2021,09:30:26,28.15,65.37,0.12
,19/11/2021,09:30:46,28.15,65.39,0.13
,19/11/2021,09:31:05,28.17,65.39,0.11
,19/11/2021,09:31:25,28.17,65.39,0.13
,19/11/2021,09:31:46,28.15,65.39,0.13
,19/11/2021,09:32:04,28.18,65.44,0.12
,19/11/2021,09:32:24,28.19,65.45,0.12
,19/11/2021,09:32:44,28.19,65.42,0.13
,19/11/2021,09:33:04,28.19,65.40,0.14
,19/11/2021,09:33:23,28.19,65.38,0.14
,19/11/2021,09:33:43,28.22,65.33,0.12
,19/11/2021,09:34:03,28.24,65.28,0.11
,19/11/2021,09:34:23,28.24,65.30,0.11
,19/11/2021,09:34:43,28.25,65.26,0.15
,19/11/2021,09:35:02,28.26,65.19,0.11
,19/11/2021,09:35:22,28.26,65.19,0.11
,19/11/2021,09:35:42,28.28,65.10,0.14
,19/11/2021,09:36:02,28.28,65.08,0.10
,19/11/2021,09:36:30,28.28,65.16,0.11
,19/11/2021,09:36:41,28.26,65.19,0.13
,19/11/2021,09:37:00,28.26,65.21,0.11
,19/11/2021,09:37:20,28.26,65.23,0.11
,19/11/2021,09:37:40,28.28,65.19,0.12
,19/11/2021,09:38:00,28.26,65.25,0.13
,19/11/2021,09:38:20,28.29,65.23,0.11
,19/11/2021,09:38:39,28.29,65.19,0.13
,19/11/2021,09:38:59,28.29,65.14,0.13
,19/11/2021,09:39:18,28.32,65.14,0.10
,19/11/2021,09:39:38,28.33,65.14,0.13
,19/11/2021,09:39:58,28.34,65.10,0.12
,19/11/2021,09:40:18,28.34,65.05,0.15
,19/11/2021,09:40:37,28.36,65.00,0.11
,19/11/2021,09:40:57,28.37,64.95,0.12
,19/11/2021,09:41:18,28.37,64.93,0.15
,19/11/2021,09:41:37,28.38,64.98,0.15
,19/11/2021,09:41:57,28.40,64.94,0.11
,19/11/2021,09:42:17,28.40,64.94,0.14
,19/11/2021,09:42:36,28.41,64.88,0.14
,19/11/2021,09:42:56,28.43,64.86,0.13
,19/11/2021,09:43:16,28.44,64.79,0.11
,19/11/2021,09:43:35,28.44,64.83,0.10
,19/11/2021,09:43:55,28.45,64.83,0.14
,19/11/2021,09:44:14,28.47,64.78,0.14
,19/11/2021,09:44:34,28.48,64.72,0.12
,19/11/2021,09:44:54,28.48,64.69,0.14
,19/11/2021,09:45:14,28.51,64.69,0.13
,19/11/2021,09:45:34,28.53,64.69,0.14
,19/11/2021,09:45:53,28.53,64.62,0.12
,19/11/2021,09:46:14,28.56,64.53,0.13
,19/11/2021,09:46:33,28.59,64.45,0.14
,19/11/2021,09:46:52,28.60,64.34,0.12
,19/11/2021,09:47:12,28.60,64.30,0.05
,19/11/2021,09:47:32,28.60,64.32,-0.28
,19/11/2021,09:47:52,28.62,64.32,0.54
,19/11/2021,09:48:11,28.63,64.31,0.60
,19/11/2021,09:48:32,28.66,64.27,0.37
,19/11/2021,09:48:51,28.66,64.10,-0.40
,19/11/2021,09:49:11,28.66,63.49,-0.11
,19/11/2021,09:49:31,28.70,62.73,-0.10
,19/11/2021,09:49:50,28.68,62.15,0.49
,19/11/2021,09:50:10,28.67,61.72,0.08
,19/11/2021,09:50:30,28.64,61.26,-0.53
,19/11/2021,09:50:49,28.63,60.75,-0.39
,19/11/2021,09:51:09,28.60,60.38,-0.72
,19/11/2021,09:51:29,28.59,60.04,0.31
,19/11/2021,09:51:49,28.58,59.73,-0.13
,19/11/2021,09:52:08,28.56,59.52,0.14
,19/11/2021,09:52:28,28.55,59.08,-0.15
,19/11/2021,09:52:47,28.53,58.71,0.69
,19/11/2021,09:53:07,28.49,58.27,-0.13
,19/11/2021,09:53:27,28.47,58.01,0.25
,19/11/2021,09:53:47,28.44,57.78,0.24
,19/11/2021,09:54:06,28.41,57.45,0.07
,19/11/2021,09:54:27,28.38,57.06,-0.35
,19/11/2021,09:54:46,28.33,56.79,-0.04
,19/11/2021,09:55:06,28.30,56.60,0.52
,19/11/2021,09:55:26,28.29,56.31,-0.20
,19/11/2021,09:55:45,28.26,56.02,-0.05
,19/11/2021,09:56:05,28.24,55.93,-0.15
,19/11/2021,09:56:25,28.19,55.72,0.85
,19/11/2021,09:56:44,28.15,55.58,0.10
,19/11/2021,09:57:04,28.15,55.41,0.78
,19/11/2021,09:57:24,28.17,55.11,0.91
,19/11/2021,09:57:43,28.15,54.77,0.16
,19/11/2021,09:58:03,28.14,54.51,0.02
,19/11/2021,09:58:23,28.13,54.22,0.83
,19/11/2021,09:58:43,28.11,53.96,0.21
,19/11/2021,09:59:03,28.09,53.83,0.28
,19/11/2021,09:59:22,28.06,53.74,0.36
,19/11/2021,09:59:42,28.04,53.50,0.09
,19/11/2021,10:00:02,28.03,53.22,-0.02
,19/11/2021,10:00:21,28.02,52.92,-0.57
,19/11/2021,10:00:41,28.00,52.65,0.28
,19/11/2021,10:01:01,27.98,52.50,0.36
,19/11/2021,10:01:20,27.98,52.31,0.02
,19/11/2021,10:01:40,27.95,52.08,-0.07
,19/11/2021,10:02:00,27.92,51.86,0.02
,19/11/2021,10:02:20,27.92,51.66,0.21
,19/11/2021,10:02:39,27.92,51.43,0.75
,19/11/2021,10:02:59,27.94,51.14,0.52
,19/11/2021,10:03:19,27.94,50.86,0.08
,19/11/2021,10:03:38,27.94,50.62,-0.22
,19/11/2021,10:03:58,27.94,50.39,-0.14
,19/11/2021,10:04:18,27.94,50.18,-0.10
,19/11/2021,10:04:38,27.92,49.99,0.53
,19/11/2021,10:04:58,27.92,49.73,-0.06
,19/11/2021,10:05:17,27.91,49.51,0.19
,19/11/2021,10:05:37,27.91,49.33,0.70
,19/11/2021,10:05:56,27.90,49.13,0.22
,19/11/2021,10:06:16,27.90,48.94,0.19
,19/11/2021,10:06:36,27.88,48.73,0.14
,19/11/2021,10:06:56,27.85,48.58,0.66
,19/11/2021,10:07:16,27.84,48.42,-0.06
,19/11/2021,10:07:36,27.81,48.28,0.83
,19/11/2021,10:07:55,27.83,48.12,0.50
,19/11/2021,10:08:15,27.83,47.95,0.77
,19/11/2021,10:08:34,27.84,47.72,0.33
,19/11/2021,10:08:54,27.83,47.55,0.13
,19/11/2021,10:09:14,27.83,47.39,-0.56
,19/11/2021,10:09:34,27.84,47.22,-0.51
,19/11/2021,10:09:53,27.83,47.03,-0.32
,19/11/2021,10:10:13,27.83,46.95,0.25
,19/11/2021,10:10:33,27.84,46.77,0.63
,19/11/2021,10:10:52,27.83,46.58,0.11
,19/11/2021,10:11:13,27.84,46.41,0.76
,19/11/2021,10:11:32,27.87,46.22,0.14
,19/11/2021,10:11:52,27.87,46.06,0.74
,19/11/2021,10:12:12,27.85,45.94,0.46
,19/11/2021,10:12:31,27.84,45.77,0.79
,19/11/2021,10:12:51,27.84,45.70,0.38
,19/11/2021,10:13:11,27.87,45.57,0.25
,19/11/2021,10:13:30,27.87,45.35,-0.08
,19/11/2021,10:13:50,27.87,45.26,0.02
,19/11/2021,10:14:10,27.85,45.14,-0.30
,19/11/2021,10:14:30,27.84,45.00,0.13
,19/11/2021,10:14:50,27.85,44.90,-0.24
,19/11/2021,10:15:09,27.84,44.74,0.37
,19/11/2021,10:15:29,27.81,44.65,-0.23
,19/11/2021,10:15:48,27.81,44.54,0.87
,19/11/2021,10:16:08,27.81,44.35,0.32
,19/11/2021,10:16:28,27.80,44.23,0.09
,19/11/2021,10:16:48,27.80,44.07,-0.54
,19/11/2021,10:17:07,27.81,43.91,-0.24
,19/11/2021,10:17:27,27.79,43.77,0.15
,19/11/2021,10:17:47,27.77,43.68,0.24
,19/11/2021,10:18:07,27.79,43.66,0.49
,19/11/2021,10:18:26,27.80,43.54,-0.08
,19/11/2021,10:18:46,27.81,43.44,-0.07
,19/11/2021,10:19:06,27.81,43.26,0.16
,19/11/2021,10:19:25,27.81,43.12,-0.18
,19/11/2021,10:19:46,27.83,42.95,0.38
,19/11/2021,10:20:05,27.83,42.82,0.05
,19/11/2021,10:20:25,27.84,42.69,0.70
,19/11/2021,10:20:44,27.83,42.58,0.05
,19/11/2021,10:21:04,27.83,42.46,-0.08
,19/11/2021,10:21:24,27.84,42.33,0.10
,19/11/2021,10:21:44,27.83,42.16,0.01
,19/11/2021,10:22:03,27.81,42.05,-0.38
,19/11/2021,10:22:23,27.79,41.95,0.07
,19/11/2021,10:22:43,27.76,41.88,-0.22
,19/11/2021,10:23:02,27.76,41.83,0.10
,19/11/2021,10:23:23,27.73,41.75,0.11
,19/11/2021,10:23:42,27.72,41.61,0.13
,19/11/2021,10:24:02,27.69,41.60,0.10
,19/11/2021,10:24:21,27.69,41.58,0.11
,19/11/2021,10:24:41,27.65,41.67,0.11
,19/11/2021,10:25:01,27.61,41.86,0.12
,19/11/2021,10:25:21,27.62,42.21,0.10
,19/11/2021,10:25:40,27.60,42.67,0.13
,19/11/2021,10:26:00,27.57,43.24,0.11
,19/11/2021,10:26:20,27.57,43.70,0.35
,19/11/2021,10:26:40,27.55,44.02,0.80
,19/11/2021,10:26:59,27.57,44.33,-0.07
,19/11/2021,10:27:19,27.53,44.64,0.19
,19/11/2021,10:27:39,27.49,44.72,-0.48
,19/11/2021,10:27:58,27.46,44.82,-0.20
,19/11/2021,10:28:18,27.45,44.79,0.95
,19/11/2021,10:28:39,27.46,44.64,0.31
,19/11/2021,10:28:57,27.48,44.48,0.06
,19/11/2021,10:29:18,27.48,44.20,0.39
,19/11/2021,10:29:37,27.49,44.01,0.04
,19/11/2021,10:29:57,27.48,43.87,0.66
,19/11/2021,10:30:17,27.46,43.77,1.04
,19/11/2021,10:30:37,27.45,43.56,0.23
,19/11/2021,10:30:56,27.44,43.47,0.42
,19/11/2021,10:31:16,27.44,43.40,0.46
,19/11/2021,10:31:35,27.44,43.24,0.20
,19/11/2021,10:31:56,27.45,43.04,0.20
,19/11/2021,10:32:15,27.45,42.83,-0.09
,19/11/2021,10:32:37,27.46,42.61,-0.15
,19/11/2021,10:32:55,27.45,42.44,0.49
,19/11/2021,10:33:14,27.45,42.25,0.10
,19/11/2021,10:33:34,27.44,42.16,0.54
,19/11/2021,10:33:55,27.44,42.06,0.13
,19/11/2021,10:34:14,27.44,41.99,0.11
,19/11/2021,10:34:33,27.44,41.88,0.12
,19/11/2021,10:34:53,27.45,41.72,0.09
,19/11/2021,10:35:13,27.46,41.72,0.10
,19/11/2021,10:35:32,27.45,41.84,0.12
,19/11/2021,10:35:52,27.45,42.12,0.12
,19/11/2021,10:36:12,27.46,42.47,0.13
,19/11/2021,10:36:32,27.49,42.91,0.11
,19/11/2021,10:36:51,27.52,43.05,0.51
,19/11/2021,10:37:11,27.52,43.45,0.01
,19/11/2021,10:37:31,27.53,43.90,-0.10
,19/11/2021,10:37:51,27.55,44.32,-0.42
,19/11/2021,10:38:10,27.55,44.34,-0.58
,19/11/2021,10:38:30,27.55,44.19,0.01
,19/11/2021,10:38:50,27.55,44.09,0.06
,19/11/2021,10:39:10,27.57,43.93,-0.08
,19/11/2021,10:39:29,27.55,43.79,-0.43
,19/11/2021,10:39:49,27.58,43.55,-0.13
,19/11/2021,10:40:09,27.60,43.33,-0.11
,19/11/2021,10:40:28,27.60,43.16,0.15
,19/11/2021,10:40:48,27.62,43.00,0.14
,19/11/2021,10:41:08,27.62,42.81,-0.30
,19/11/2021,10:41:28,27.62,42.55,-0.44
,19/11/2021,10:41:48,27.64,42.32,0.47
,19/11/2021,10:42:07,27.64,42.18,0.60
,19/11/2021,10:42:27,27.65,42.00,0.73
,19/11/2021,10:42:47,27.65,41.83,-0.30
,19/11/2021,10:43:06,27.65,41.74,-0.14
,19/11/2021,10:43:26,27.68,41.56,-0.01
,19/11/2021,10:43:46,27.69,41.38,0.45
,19/11/2021,10:44:06,27.69,41.19,0.13
,19/11/2021,10:44:26,27.70,41.04,0.12
,19/11/2021,10:44:46,27.73,40.84,0.10
,19/11/2021,10:45:05,27.75,40.68,0.11
,19/11/2021,10:45:25,27.76,40.70,0.12
,19/11/2021,10:45:44,27.77,40.78,0.11
,19/11/2021,10:46:04,27.79,40.91,0.14
,19/11/2021,10:46:24,27.79,41.17,0.10
,19/11/2021,10:46:44,27.80,41.60,0.14
,19/11/2021,10:47:03,27.79,42.00,0.10
,19/11/2021,10:47:23,27.76,42.13,0.36
,19/11/2021,10:47:43,27.73,42.67,-0.09
,19/11/2021,10:48:02,27.70,43.19,-0.21
,19/11/2021,10:48:22,27.72,43.52,0.17
,19/11/2021,10:48:43,27.73,43.55,-0.19
,19/11/2021,10:49:01,27.75,43.46,0.10
,19/11/2021,10:49:21,27.76,43.31,-0.23
,19/11/2021,10:49:42,27.81,43.05,0.35
,19/11/2021,10:50:01,27.87,42.79,-0.18
,19/11/2021,10:50:21,27.91,42.52,-0.12
,19/11/2021,10:50:40,27.96,42.23,0.42
,19/11/2021,10:51:00,27.98,41.96,0.44
,19/11/2021,10:51:20,27.96,41.74,-0.20
,19/11/2021,10:51:41,27.92,41.56,0.31
,19/11/2021,10:52:00,27.92,41.53,0.68
,19/11/2021,10:52:19,27.92,41.46,-0.23
,19/11/2021,10:52:39,27.95,41.28,0.00
,19/11/2021,10:52:59,27.99,41.07,-0.04
,19/11/2021,10:53:18,28.03,40.86,0.29
,19/11/2021,10:53:38,28.03,40.65,0.51
,19/11/2021,10:53:58,28.03,40.53,-0.27
,19/11/2021,10:54:18,28.03,40.42,0.20
,19/11/2021,10:54:37,28.03,40.22,0.04
,19/11/2021,10:54:57,28.06,40.13,0.11
,19/11/2021,10:55:17,28.07,39.97,0.12
,19/11/2021,10:55:36,28.10,39.84,0.12
,19/11/2021,10:55:56,28.13,39.71,0.12
,19/11/2021,10:56:15,28.14,39.69,0.12
,19/11/2021,10:56:35,28.17,39.91,0.10
,19/11/2021,10:56:55,28.19,40.09,0.10
,19/11/2021,10:57:15,28.18,40.52,0.09
,19/11/2021,10:57:35,28.19,40.78,0.10
,19/11/2021,10:57:54,28.18,40.78,-0.01
,19/11/2021,10:58:14,28.13,41.17,-0.28
,19/11/2021,10:58:33,28.09,41.74,0.42
,19/11/2021,10:58:53,28.07,42.09,0.80
,19/11/2021,10:59:14,28.06,42.26,0.57
,19/11/2021,10:59:33,28.06,42.24,-0.12
,19/11/2021,10:59:53,28.04,42.10,0.74
,19/11/2021,11:00:12,28.02,42.21,0.82
,19/11/2021,11:01:21,28.02,42.25,0.98
,19/11/2021,11:01:33,28.00,41.79,0.98
,19/11/2021,11:02:00,27.98,41.64,0.98
,19/11/2021,11:03:22,27.88,41.25,0.86
,19/11/2021,11:03:43,27.87,41.33,0.66
,19/11/2021,11:04:05,27.85,41.16,0.08
,19/11/2021,11:04:54,27.81,41.41,0.09
,19/11/2021,11:05:04,27.77,41.58,-0.03
,19/11/2021,11:05:25,27.80,41.69,-0.02
,19/11/2021,11:06:06,27.91,41.64,-0.02
,19/11/2021,11:06:26,27.99,41.24,-0.03
,19/11/2021,11:06:46,28.03,40.82,-0.03
,19/11/2021,11:07:07,28.09,40.47,-0.03
,19/11/2021,11:07:47,28.17,40.09,-0.03
,19/11/2021,11:08:08,28.21,40.09,-0.03
,19/11/2021,11:08:35,28.25,40.15,-0.03
,19/11/2021,11:08:51,28.26,40.32,-0.04
,19/11/2021,11:09:50,28.29,40.84,-0.04
,19/11/2021,11:10:11,28.29,41.19,-0.04
,19/11/2021,11:10:30,28.29,41.63,-0.03
,19/11/2021,11:11:12,28.34,42.18,-0.04
,19/11/2021,11:11:32,28.33,41.96,-0.04
,19/11/2021,11:11:53,28.33,41.92,-0.04
,19/11/2021,11:12:13,28.36,41.69,-0.04
,19/11/2021,11:12:54,28.44,41.16,0.04
,19/11/2021,11:13:15,28.43,40.89,0.05
,19/11/2021,11:13:35,28.38,40.70,0.04
,19/11/2021,11:13:55,28.30,40.60,0.04
,19/11/2021,11:14:36,28.28,41.00,0.04
,19/11/2021,11:14:56,28.26,41.14,0.04
,19/11/2021,11:15:17,28.24,41.05,0.04
,19/11/2021,11:15:37,28.21,41.02,0.04
,19/11/2021,11:16:18,28.24,41.14,0.04
,19/11/2021,11:16:39,28.24,41.13,0.04
,19/11/2021,11:16:59,28.24,41.24,0.04
,19/11/2021,11:17:19,28.22,41.33,0.04
,19/11/2021,11:18:04,28.25,41.35,0.04
,19/11/2021,11:18:21,28.26,42.02,0.04
,19/11/2021,11:18:44,28.24,42.80,0.06
,19/11/2021,11:19:01,28.18,43.00,0.04
,19/11/2021,11:20:02,28.04,43.24,0.97
,19/11/2021,11:20:22,28.03,43.17,0.98
,19/11/2021,11:20:41,28.02,43.23,0.98
,19/11/2021,11:21:22,28.10,42.96,0.39
,19/11/2021,11:21:59,28.19,42.58,0.09
,19/11/2021,11:22:18,28.28,42.40,0.09
,19/11/2021,11:22:57,28.38,42.39,0.08
,19/11/2021,11:23:35,28.66,42.18,0.04
,19/11/2021,11:23:58,28.85,41.74,0.04
,19/11/2021,11:24:33,29.18,41.33,0.05
,19/11/2021,11:24:52,29.31,41.02,0.04
,19/11/2021,11:29:25,30.63,38.76,-0.53
,19/11/2021,11:30:00,30.76,38.64,0.84
,19/11/2021,11:30:09,30.83,38.71,0.72
,19/11/2021,11:30:44,30.88,38.63,1.03
,19/11/2021,11:31:07,30.96,38.72,0.46
,19/11/2021,11:31:36,31.00,38.84,-0.01
,19/11/2021,11:31:45,31.00,38.84,-0.01
,19/11/2021,11:32:04,31.07,38.88,0.02
,19/11/2021,11:32:24,31.07,39.12,0.02
,19/11/2021,11:32:43,31.10,39.75,0.02
,19/11/2021,11:33:02,31.14,41.24,0.04
,19/11/2021,11:33:21,31.17,40.76,0.03
,19/11/2021,11:33:40,31.18,39.86,0.48
,19/11/2021,11:33:59,31.19,39.67,-0.37
,19/11/2021,11:34:19,31.19,39.70,-0.50
,19/11/2021,11:34:50,31.21,40.02,0.60
,19/11/2021,11:34:58,31.22,40.36,-0.20
,19/11/2021,11:35:16,31.22,40.70,0.30
,19/11/2021,11:35:35,31.23,41.04,-0.44
,19/11/2021,11:35:54,31.23,41.08,0.72
,19/11/2021,11:36:14,31.23,41.35,0.69
,19/11/2021,11:36:33,31.23,42.55,0.59
,19/11/2021,11:36:56,31.25,41.30,0.71
,19/11/2021,11:37:20,31.21,40.90,-0.55
,19/11/2021,11:37:30,31.21,40.70,0.00
,19/11/2021,11:37:54,31.21,40.68,0.63
,19/11/2021,11:38:18,31.19,40.49,0.00
,19/11/2021,11:38:29,31.18,40.42,0.00
,19/11/2021,11:38:47,31.17,40.25,0.57
,19/11/2021,11:39:09,31.15,40.22,0.00
,19/11/2021,11:39:27,31.11,40.02,0.00
,19/11/2021,11:39:45,30.99,40.18,0.00
,19/11/2021,11:40:04,30.83,40.42,0.00
,19/11/2021,11:40:23,30.69,40.55,0.00
,19/11/2021,11:40:42,30.59,40.70,0.00
,19/11/2021,11:41:01,30.49,41.37,0.00
,19/11/2021,11:41:20,30.37,41.18,0.00
,19/11/2021,11:41:39,30.28,41.16,0.00
,19/11/2021,11:41:59,30.20,41.26,0.00
,19/11/2021,11:42:18,30.14,41.39,0.00
,19/11/2021,11:42:41,30.07,41.60,0.00
,19/11/2021,11:42:56,30.01,41.61,0.00
,19/11/2021,11:43:15,29.97,41.60,0.00
,19/11/2021,11:43:35,29.92,41.63,0.00
,19/11/2021,11:43:54,29.86,41.69,0.00
,19/11/2021,11:44:13,29.86,41.69,0.00
,19/11/2021,11:44:55,29.80,42.28,0.00
,19/11/2021,11:45:11,29.75,42.32,0.00
,19/11/2021,11:45:30,29.75,42.16,0.00
,19/11/2021,11:45:49,29.73,42.26,0.00
,19/11/2021,11:46:09,29.73,42.43,0.00
,19/11/2021,11:46:28,29.75,42.49,0.00
,19/11/2021,11:46:47,29.77,42.49,0.00
,19/11/2021,11:47:06,29.78,42.50,0.00
,19/11/2021,11:47:25,29.78,42.50,0.00
,19/11/2021,11:47:44,29.80,42.67,0.00
,19/11/2021,11:48:04,29.82,42.74,0.03
,19/11/2021,11:48:22,29.90,42.70,0.00
,19/11/2021,11:48:42,30.00,42.72,0.00
,19/11/2021,11:49:11,30.11,42.49,0.90
,19/11/2021,11:49:22,30.16,42.19,0.86
,19/11/2021,12:02:57,29.65,42.22,0.13
,19/11/2021,12:03:16,29.63,42.13,-0.14
,19/11/2021,12:03:35,29.58,41.95,0.73
,19/11/2021,12:03:54,29.54,41.83,-0.20
,19/11/2021,12:04:14,29.50,41.76,0.43
,19/11/2021,12:04:33,29.47,41.58,0.33
,19/11/2021,12:04:52,29.43,41.48,0.28
,19/11/2021,12:05:11,29.37,41.35,0.62
,19/11/2021,12:05:31,29.32,41.24,0.43
,19/11/2021,12:05:50,29.28,41.12,0.03
,19/11/2021,12:06:09,29.22,41.03,0.67
,19/11/2021,12:06:28,29.21,40.94,0.74
,19/11/2021,12:06:47,29.16,40.83,-0.61
,19/11/2021,12:07:07,29.12,40.76,0.69
,19/11/2021,12:07:26,29.09,40.74,0.04
,19/11/2021,12:07:47,29.06,40.60,0.29
,19/11/2021,12:08:04,29.05,40.45,0.15
,19/11/2021,12:08:23,29.01,40.37,-0.38
,19/11/2021,12:08:43,29.01,40.25,-0.67
,19/11/2021,12:09:02,28.97,40.09,0.02
,19/11/2021,12:09:21,28.93,39.95,-0.33
,19/11/2021,12:09:40,28.92,39.86,-0.25
,19/11/2021,12:10:00,28.87,39.76,0.25
,19/11/2021,12:10:19,28.85,39.67,0.72
,19/11/2021,12:10:38,28.85,39.58,-0.46
,19/11/2021,12:10:57,28.86,39.48,0.11
,19/11/2021,12:11:16,28.87,39.40,-0.08
,19/11/2021,12:11:35,28.87,39.30,-0.07
,19/11/2021,12:11:55,28.86,39.16,-0.42
,19/11/2021,12:12:14,28.87,38.93,-0.04
,19/11/2021,12:12:33,28.85,38.81,-0.15
,19/11/2021,12:12:53,28.85,38.64,0.71
,19/11/2021,12:13:12,28.82,38.59,0.29
,19/11/2021,12:13:31,28.79,38.51,-0.75
,19/11/2021,12:13:50,28.79,38.44,-0.36
,19/11/2021,12:14:09,28.77,38.32,-0.58
,19/11/2021,12:14:28,28.78,38.25,-0.77
,19/11/2021,12:14:48,28.79,38.12,0.08
,19/11/2021,12:15:07,28.78,37.98,0.06
,19/11/2021,12:15:26,28.77,37.87,-0.36
,19/11/2021,12:15:45,28.74,37.76,-0.04
,19/11/2021,12:16:05,28.72,37.68,-0.16
,19/11/2021,12:16:24,28.71,37.65,0.82
,19/11/2021,12:16:43,28.71,37.51,-0.04
,19/11/2021,12:17:02,28.70,37.37,0.08
,19/11/2021,12:17:21,28.68,37.26,0.09
,19/11/2021,12:17:41,28.67,37.30,0.07
,19/11/2021,12:18:01,28.66,37.32,0.05
,19/11/2021,12:18:19,28.66,37.37,0.06
,19/11/2021,12:18:38,28.66,37.53,0.05
,19/11/2021,12:18:58,28.66,37.74,0.07
,19/11/2021,12:19:17,28.66,37.97,0.05
,19/11/2021,12:19:36,28.63,38.27,0.05
,19/11/2021,12:19:55,28.62,38.62,-0.57
,19/11/2021,12:20:14,28.60,38.95,0.56
,19/11/2021,12:20:34,28.56,39.36,0.55
,19/11/2021,12:20:53,28.56,39.78,-0.26
,19/11/2021,12:21:12,28.55,39.97,-0.82
,19/11/2021,12:21:31,28.56,40.02,0.64
,19/11/2021,12:21:51,28.55,39.81,-0.37
,19/11/2021,12:22:10,28.56,39.53,-0.54
,19/11/2021,12:22:29,28.59,39.37,0.10
,19/11/2021,12:22:48,28.59,39.23,-0.71
,19/11/2021,12:23:08,28.62,39.07,0.24
,19/11/2021,12:23:27,28.64,38.93,0.66
,19/11/2021,12:23:46,28.64,38.72,0.21
,19/11/2021,12:24:05,28.63,38.60,0.18
,19/11/2021,12:24:24,28.60,38.53,0.18
,19/11/2021,12:24:43,28.62,38.37,0.76
,19/11/2021,12:25:03,28.64,38.18,-0.43
,19/11/2021,12:25:22,28.64,37.93,0.23
,19/11/2021,12:25:41,28.64,37.74,0.61
,19/11/2021,12:26:00,28.62,37.67,0.11
,19/11/2021,12:26:20,28.60,37.58,0.18
,19/11/2021,12:26:39,28.58,37.48,0.81
,19/11/2021,12:26:58,28.58,37.48,0.27
,19/11/2021,12:27:17,28.56,37.38,0.32
,19/11/2021,12:27:37,28.58,37.27,0.21
,19/11/2021,12:27:56,28.56,37.16,-0.72
,19/11/2021,12:28:16,28.55,37.01,0.06
,19/11/2021,12:28:35,28.53,36.87,0.07
,19/11/2021,12:28:53,28.52,36.85,0.06
,19/11/2021,12:29:13,28.49,36.91,0.06
,19/11/2021,12:29:32,28.48,37.10,0.06
,19/11/2021,12:29:51,28.48,37.44,0.06
,19/11/2021,12:30:10,28.47,37.46,0.05
,19/11/2021,12:30:29,28.44,37.45,0.09
,19/11/2021,12:30:49,28.40,37.84,0.04
,19/11/2021,12:31:08,28.38,38.60,0.05
,19/11/2021,12:31:27,28.37,39.11,-0.23
,19/11/2021,12:31:46,28.36,39.31,-0.18
,19/11/2021,12:32:05,28.34,39.58,0.37
,19/11/2021,12:32:25,28.33,39.87,-0.14
,19/11/2021,12:32:44,28.33,39.93,-0.07
,19/11/2021,12:33:03,28.34,39.75,-0.45
,19/11/2021,12:33:23,28.36,39.52,-0.29
,19/11/2021,12:33:42,28.37,39.40,0.46
,19/11/2021,12:34:01,28.38,39.19,0.46
,19/11/2021,12:34:20,28.40,38.96,-0.72
,19/11/2021,12:34:39,28.41,38.79,-0.12
,19/11/2021,12:34:59,28.40,38.67,0.13
,19/11/2021,12:35:18,28.41,38.48,0.50
,19/11/2021,12:35:37,28.40,38.29,0.09
,19/11/2021,12:35:56,28.40,38.27,-0.74
,19/11/2021,12:36:15,28.40,38.12,0.42
,19/11/2021,12:36:35,28.38,37.95,0.46
,19/11/2021,12:36:54,28.37,37.85,-0.23
,19/11/2021,12:37:13,28.36,37.79,0.73
,19/11/2021,12:37:32,28.36,37.67,-0.35
,19/11/2021,12:37:51,28.34,37.49,0.38
,19/11/2021,12:38:11,28.33,37.40,0.00
,19/11/2021,12:38:40,28.32,37.40,0.23
,19/11/2021,12:38:49,28.30,37.32,0.42
,19/11/2021,12:39:09,28.34,37.23,0.08
,19/11/2021,12:39:28,28.34,37.13,-0.01
,19/11/2021,12:39:47,28.37,37.02,0.08
,19/11/2021,12:40:06,28.38,36.91,0.07
